User,Timestamp,Compound_Score,Pos_Score,Neu_Score,Neg_Score,Tweets_Ago,Tweet_Text
BBCWorld,Sat Oct 06 01:10:04 +0000 2018,-0.3182,0.0,0.723,0.277,1,Have Russian spies lost their touch? https://t.co/vJ5nlHd4Lr
BBCWorld,Sat Oct 06 00:40:35 +0000 2018,-0.6461,0.0,0.652,0.348,2,Brazil elections: Why are there so many murders? https://t.co/2PYVUSTeR4
BBCWorld,Fri Oct 05 23:54:13 +0000 2018,0.0,0.0,1.0,0.0,3,"Romania marriage poll: One man, one woman definition up for vote https://t.co/DYMpDUxWSS"
BBCWorld,Fri Oct 05 23:46:51 +0000 2018,0.0,0.0,1.0,0.0,4,Cameroon election: President Paul Biya seeks seventh term https://t.co/YKeV6jIP3D
BBCWorld,Fri Oct 05 21:21:44 +0000 2018,0.0,0.0,1.0,0.0,5,Susan Collins and Joe Manchin: The political fallout from the Kavanaugh vote https://t.co/nNZWFDg9IR
BBCWorld,Fri Oct 05 20:22:05 +0000 2018,0.5574,0.286,0.714,0.0,6,Brett Kavanaugh: Key senators back embattled Supreme Court pick https://t.co/838cR7aDVg
BBCWorld,Fri Oct 05 20:16:29 +0000 2018,-0.4588,0.0,0.87,0.13,7,"RT @BBC_HaveYourSay: ""It was heartbreaking to watch children left hungry,"" said a mum who discovered her 5-year-old daughter had just 12 mi…"
BBCWorld,Fri Oct 05 20:01:09 +0000 2018,0.0,0.0,1.0,0.0,8,"Senator Susan Collins: ""I will vote to confirm Judge Kavanaugh""

Key moderate Republican explains her decision to s… https://t.co/4Wv5LDZ6QA"
BBCWorld,Fri Oct 05 19:50:43 +0000 2018,0.2732,0.111,0.823,0.066,9,"RT @BBCTheOneShow: 1.5 million people may have been affected by the tsunami in Sulawesi. 
Here’s how you can help the @decappeal https://t.…"
BBCWorld,Fri Oct 05 19:09:13 +0000 2018,0.0,0.0,1.0,0.0,10,"Hundreds of scientists sign statement condemning physics ""built by men"" comments https://t.co/87AlgYImVZ"
BBCWorld,Fri Oct 05 19:00:57 +0000 2018,-0.9169,0.0,0.615,0.385,11,RT @BBCBreaking: Chicago police officer Jason Van Dyke found guilty of second degree murder for killing unarmed black teen in 2014 https://…
BBCWorld,Fri Oct 05 18:44:38 +0000 2018,-0.5719,0.0,0.684,0.316,12,RT @BBCNorthAmerica: Mums' anger at 12-minute school lunchtime https://t.co/TAz7YQhm1U
BBCWorld,Fri Oct 05 18:37:04 +0000 2018,-0.6808,0.157,0.357,0.486,13,Juventus shares drop after Ronaldo rape allegation https://t.co/BRBv6pIAVn
BBCWorld,Fri Oct 05 18:18:59 +0000 2018,0.2263,0.16,0.84,0.0,14,"Michigan meteorite used as doorstop for 30 years 'worth $100,000' https://t.co/pXjn1nTPAy"
BBCWorld,Fri Oct 05 18:18:57 +0000 2018,0.25,0.3,0.7,0.0,15,Laquan McDonald: Verdict reached in Chicago police shooting https://t.co/VfLaiJSOki
BBCWorld,Fri Oct 05 17:52:49 +0000 2018,0.4019,0.172,0.828,0.0,16,Brazil election: Voters debate the merits of democracy as far-right candidate leads polls https://t.co/6KoeWdE1e2
BBCWorld,Fri Oct 05 17:33:20 +0000 2018,-0.3612,0.0,0.783,0.217,17,Kavanaugh confirmation: What Trump's 'elevator screamers' tweet tells us https://t.co/98mOM3brin
BBCWorld,Fri Oct 05 17:30:45 +0000 2018,-0.5423,0.1,0.676,0.224,18,"RT @BBCNews: ""He attacked me first, I was called a liar""

Stormy Daniels tells @BBCNewsnight why she decided to ""kiss and tell"" on Presiden…"
BBCWorld,Fri Oct 05 15:54:23 +0000 2018,0.0,0.0,1.0,0.0,19,"Dough! 😳

https://t.co/NjwqQjlI4J"
BBCWorld,Fri Oct 05 15:32:03 +0000 2018,0.0,0.0,1.0,0.0,20,"Little lady of the lake ⚔ 

Eight-year-old Saga recalls the moment she discovered an ancient sword in the bottom of… https://t.co/GRBife6mM4"
BBCWorld,Sat Oct 06 01:10:04 +0000 2018,-0.3182,0.0,0.723,0.277,21,Have Russian spies lost their touch? https://t.co/vJ5nlHd4Lr
BBCWorld,Sat Oct 06 00:40:35 +0000 2018,-0.6461,0.0,0.652,0.348,22,Brazil elections: Why are there so many murders? https://t.co/2PYVUSTeR4
BBCWorld,Fri Oct 05 23:54:13 +0000 2018,0.0,0.0,1.0,0.0,23,"Romania marriage poll: One man, one woman definition up for vote https://t.co/DYMpDUxWSS"
BBCWorld,Fri Oct 05 23:46:51 +0000 2018,0.0,0.0,1.0,0.0,24,Cameroon election: President Paul Biya seeks seventh term https://t.co/YKeV6jIP3D
BBCWorld,Fri Oct 05 21:21:44 +0000 2018,0.0,0.0,1.0,0.0,25,Susan Collins and Joe Manchin: The political fallout from the Kavanaugh vote https://t.co/nNZWFDg9IR
BBCWorld,Fri Oct 05 20:22:05 +0000 2018,0.5574,0.286,0.714,0.0,26,Brett Kavanaugh: Key senators back embattled Supreme Court pick https://t.co/838cR7aDVg
BBCWorld,Fri Oct 05 20:16:29 +0000 2018,-0.4588,0.0,0.87,0.13,27,"RT @BBC_HaveYourSay: ""It was heartbreaking to watch children left hungry,"" said a mum who discovered her 5-year-old daughter had just 12 mi…"
BBCWorld,Fri Oct 05 20:01:09 +0000 2018,0.0,0.0,1.0,0.0,28,"Senator Susan Collins: ""I will vote to confirm Judge Kavanaugh""

Key moderate Republican explains her decision to s… https://t.co/4Wv5LDZ6QA"
BBCWorld,Fri Oct 05 19:50:43 +0000 2018,0.2732,0.111,0.823,0.066,29,"RT @BBCTheOneShow: 1.5 million people may have been affected by the tsunami in Sulawesi. 
Here’s how you can help the @decappeal https://t.…"
BBCWorld,Fri Oct 05 19:09:13 +0000 2018,0.0,0.0,1.0,0.0,30,"Hundreds of scientists sign statement condemning physics ""built by men"" comments https://t.co/87AlgYImVZ"
BBCWorld,Fri Oct 05 19:00:57 +0000 2018,-0.9169,0.0,0.615,0.385,31,RT @BBCBreaking: Chicago police officer Jason Van Dyke found guilty of second degree murder for killing unarmed black teen in 2014 https://…
BBCWorld,Fri Oct 05 18:44:38 +0000 2018,-0.5719,0.0,0.684,0.316,32,RT @BBCNorthAmerica: Mums' anger at 12-minute school lunchtime https://t.co/TAz7YQhm1U
BBCWorld,Fri Oct 05 18:37:04 +0000 2018,-0.6808,0.157,0.357,0.486,33,Juventus shares drop after Ronaldo rape allegation https://t.co/BRBv6pIAVn
BBCWorld,Fri Oct 05 18:18:59 +0000 2018,0.2263,0.16,0.84,0.0,34,"Michigan meteorite used as doorstop for 30 years 'worth $100,000' https://t.co/pXjn1nTPAy"
BBCWorld,Fri Oct 05 18:18:57 +0000 2018,0.25,0.3,0.7,0.0,35,Laquan McDonald: Verdict reached in Chicago police shooting https://t.co/VfLaiJSOki
BBCWorld,Fri Oct 05 17:52:49 +0000 2018,0.4019,0.172,0.828,0.0,36,Brazil election: Voters debate the merits of democracy as far-right candidate leads polls https://t.co/6KoeWdE1e2
BBCWorld,Fri Oct 05 17:33:20 +0000 2018,-0.3612,0.0,0.783,0.217,37,Kavanaugh confirmation: What Trump's 'elevator screamers' tweet tells us https://t.co/98mOM3brin
BBCWorld,Fri Oct 05 17:30:45 +0000 2018,-0.5423,0.1,0.676,0.224,38,"RT @BBCNews: ""He attacked me first, I was called a liar""

Stormy Daniels tells @BBCNewsnight why she decided to ""kiss and tell"" on Presiden…"
BBCWorld,Fri Oct 05 15:54:23 +0000 2018,0.0,0.0,1.0,0.0,39,"Dough! 😳

https://t.co/NjwqQjlI4J"
BBCWorld,Fri Oct 05 15:32:03 +0000 2018,0.0,0.0,1.0,0.0,40,"Little lady of the lake ⚔ 

Eight-year-old Saga recalls the moment she discovered an ancient sword in the bottom of… https://t.co/GRBife6mM4"
BBCWorld,Fri Oct 05 15:06:07 +0000 2018,0.0,0.0,1.0,0.0,41,Lubna Al Olayan appointed as first woman Saudi bank head https://t.co/buelGGeIgu
BBCWorld,Fri Oct 05 15:01:36 +0000 2018,0.0,0.0,1.0,0.0,42,"Yeas are 51, the nays are 49 - US Senators back motion to move to final vote on Brett Kavanaugh's appointment for S… https://t.co/6UArRlQ9Fg"
BBCWorld,Fri Oct 05 15:01:31 +0000 2018,0.0,0.0,1.0,0.0,43,"RT @BBCNorthAmerica: Utah toddler puts more than $1,000 in the shredder https://t.co/IbXaIrP5wG"
BBCWorld,Fri Oct 05 14:50:10 +0000 2018,0.4019,0.114,0.886,0.0,44,RT @awzurcher: In the key procedural vote to limit Senate debate on Kavanaugh two people crossed party lines - Republican Murkowski voted n…
BBCWorld,Fri Oct 05 14:27:41 +0000 2018,0.0,0.0,1.0,0.0,45,"What's that on Donald Trump's shoe? 🧐 

https://t.co/HJVI3b0aVJ
[Tap to expand] https://t.co/4Agmj3aZc6"
BBCWorld,Fri Oct 05 14:03:03 +0000 2018,-0.836,0.054,0.583,0.363,46,German court sentences a couple who tortured and killed two women they lured with personal ads https://t.co/jCDHv3H0vf
BBCWorld,Fri Oct 05 13:42:05 +0000 2018,0.4898,0.258,0.742,0.0,47,"India signs air defence missile deal with Russia, despite threat of US sanctions https://t.co/fwpDvsqaGO"
BBCWorld,Fri Oct 05 13:38:44 +0000 2018,-0.8074,0.0,0.722,0.278,48,"""At some point, there was rape and nothing else"" - How Nadia Murad became a leading voice in the fight against sexu… https://t.co/esibnJF7hh"
BBCWorld,Fri Oct 05 13:03:01 +0000 2018,0.5574,0.265,0.735,0.0,49,Brett Kavanaugh: First test vote due on Supreme Court nominee https://t.co/hngCvuszUL
BBCWorld,Fri Oct 05 12:49:10 +0000 2018,-0.4767,0.0,0.693,0.307,50,"""I didn't have a choice but to shoot"" 
https://t.co/MRnQztrJc1"
BBCWorld,Fri Oct 05 12:33:31 +0000 2018,0.0,0.0,1.0,0.0,51,"RT @BBCNews: Ed Sheeran, Adele, Michael Jackson and Dua Lipa are among Alexa's most-popular artists 

https://t.co/1EwpNFtjZg"
BBCWorld,Fri Oct 05 12:29:36 +0000 2018,0.0,0.0,1.0,0.0,52,Interpol chief Meng Hongwei vanishes on trip to China https://t.co/VUkl8Hfwm1
BBCWorld,Fri Oct 05 11:55:00 +0000 2018,-0.2023,0.069,0.821,0.11,53,"Indonesia's earthquake allowed inmates to escape from Palu prison, but some escapees have returned

(Tap to expand)… https://t.co/73aS3YcBI8"
BBCWorld,Fri Oct 05 11:42:21 +0000 2018,-0.296,0.0,0.864,0.136,54,"Investigation opens into disappearance of Interpol chief Meng Hongwei, missing since trip to China https://t.co/BmZwB3nNPh"
BBCWorld,Fri Oct 05 11:34:14 +0000 2018,-0.5106,0.108,0.667,0.226,55,"Some chemicals found in certain hair products are linked to cancer, obesity and infertility 😷 https://t.co/S1bidR7Uc5"
BBCWorld,Fri Oct 05 11:25:48 +0000 2018,0.5106,0.21,0.701,0.089,56,"RT @BBCNews: ""I felt pretty much like actually I didn't exist"" - Keira Knightley reveals mental breakdown and PTSD as she struggled with su…"
BBCWorld,Fri Oct 05 11:25:26 +0000 2018,-0.6597,0.0,0.759,0.241,57,"At least 30 workers have died since construction began on Istanbul's controversial new airport project, and now sev… https://t.co/rWnyGsL6iO"
BBCWorld,Fri Oct 05 11:19:15 +0000 2018,0.4717,0.337,0.663,0.0,58,Russia cyber-plots: Dutch defend decision not to arrest suspects https://t.co/kehYYvbpWH
BBCWorld,Fri Oct 05 11:05:28 +0000 2018,0.8979,0.522,0.478,0.0,59,"""Doctor Miracle"" - the life and work of #NobelPeace Prize winner Denis Mukwege https://t.co/I0hHoucAmJ"
BBCWorld,Fri Oct 05 10:53:53 +0000 2018,0.0,0.0,1.0,0.0,60,RT @bbcweather: Typhoon #KongRey is currently moving to the east of #China and will bring torrential rain to parts of #Korea and #Japan ove…
BBCWorld,Fri Oct 05 10:51:23 +0000 2018,0.0,0.0,1.0,0.0,61,Voters in Guernsey are set the island's first ever referendum... What are the options? https://t.co/tmSuaAYUGF
BBCWorld,Fri Oct 05 10:47:44 +0000 2018,-0.7579,0.0,0.667,0.333,62,"RT @BBCNews: admin, password, 1234... 🚫
From 2020 weak passwords will be illegal in California
https://t.co/5GgI7qsGIc"
BBCWorld,Fri Oct 05 10:46:34 +0000 2018,0.7096,0.258,0.742,0.0,63,RT @BBCHARDtalk: Yazidi activist @NadiaMuradBasee has been jointly awarded the #NobelPrize for her incredible courage. She spoke to @Sarah_…
BBCWorld,Fri Oct 05 10:41:40 +0000 2018,0.0,0.0,1.0,0.0,64,"Visitors to Berlin's KitKat sex club urged to ""seek immediate preventive treatment"" after man contracts bacterial m… https://t.co/OGzh6N9tkM"
BBCWorld,Fri Oct 05 10:22:22 +0000 2018,-0.4404,0.0,0.879,0.121,65,"RT @BBCSteveR: On the GRU hacking scandal: the pro-Kremlin press slams Western “spy-mania”. But one Russian paper, writing up the story, ac…"
BBCWorld,Fri Oct 05 10:12:47 +0000 2018,-0.6124,0.0,0.706,0.294,66,Toyota recalls more than 2.4 million hybrid vehicles worldwide over power loss fault https://t.co/Yv0YjDodyI
BBCWorld,Fri Oct 05 09:56:26 +0000 2018,-0.6486,0.099,0.567,0.333,67,Peruvian mayoral candidate Daniel Urresti cleared of journalist's murder https://t.co/pEeoqMpqYN
BBCWorld,Fri Oct 05 09:53:25 +0000 2018,-0.5204,0.0,0.795,0.205,68,RT @BBCNews: How credible are lie detector tests? And can you cheat one? 🤔 https://t.co/SiwfK3gmsu
BBCWorld,Fri Oct 05 09:40:46 +0000 2018,0.0,0.0,1.0,0.0,69,British man dies from sea snake bite in Australia https://t.co/yBns8nMlWi
BBCWorld,Fri Oct 05 09:25:46 +0000 2018,-0.296,0.0,0.82,0.18,70,Jamal Khashoggi: Washington Post blanks out missing Saudi writer's column https://t.co/SOMfNOLHeS
BBCWorld,Fri Oct 05 09:10:06 +0000 2018,0.7783,0.576,0.424,0.0,71,Nobel Peace Prize for anti-rape activists https://t.co/dt6K7iXmpg
BBCWorld,Fri Oct 05 07:34:48 +0000 2018,-0.802,0.11,0.44,0.451,72,Suhaib Ilyasi: India TV crime host acquitted of wife's murder https://t.co/QWklty2UmF
BBCWorld,Fri Oct 05 06:40:11 +0000 2018,-0.4939,0.0,0.738,0.262,73,Former S Korea president Lee Myung-bak jailed for 15 years https://t.co/c6la1caYvD
BBCWorld,Fri Oct 05 04:03:18 +0000 2018,-0.3818,0.131,0.615,0.254,74,China prison break: Public appeal after rare inmate escape https://t.co/kjf3fnms5t
BBCWorld,Fri Oct 05 01:22:01 +0000 2018,-0.5106,0.0,0.732,0.268,75,Hot look or provocative? Outcry at Polish teens guidebook https://t.co/ZmOUEZlenw
BBCWorld,Fri Oct 05 01:17:42 +0000 2018,0.0,0.0,1.0,0.0,76,'Why not?': Transgender candidate busts stereotypes in Brazil https://t.co/cCFMdAwSEu
BBCWorld,Fri Oct 05 01:04:33 +0000 2018,0.0,0.0,1.0,0.0,77,Africa's week in pictures: 28 September - 4 October 2018 https://t.co/FrBrEh4T2P
BBCWorld,Fri Oct 05 00:35:00 +0000 2018,0.7414,0.343,0.657,0.0,78,James Ricketson case: 'Dad saved my life so I helped save him from jail' https://t.co/rHrAl7Lz3r
BBCWorld,Fri Oct 05 00:09:30 +0000 2018,-0.128,0.245,0.408,0.347,79,Brett Kavanaugh: Hundreds arrested in Supreme Court protest https://t.co/K7qhruTulT
BBCWorld,Thu Oct 04 23:34:27 +0000 2018,-0.4767,0.0,0.721,0.279,80,Fake news: French language body urges alternative phrase https://t.co/gwO4ElSjKv
BBCWorld,Thu Oct 04 23:11:58 +0000 2018,0.0,0.0,1.0,0.0,81,Why a US national park is holding a 'Fat Bear Week' contest https://t.co/Oc3Cdq4lDP
BBCWorld,Thu Oct 04 21:19:45 +0000 2018,0.0,0.0,1.0,0.0,82,"Girl, 8, pulls a 1,500-year-old sword from a lake in Sweden https://t.co/rAaoU2WtOD"
BBCWorld,Thu Oct 04 20:45:03 +0000 2018,-0.34,0.0,0.882,0.118,83,"RT @BBCNorthAmerica: The @BBCNorthAmerica investigation “Don’t Shoot, I’m Disabled” releases today. Here’s why you should check it out:

ht…"
BBCWorld,Thu Oct 04 20:44:57 +0000 2018,-0.6908,0.0,0.63,0.37,84,Cristiano Ronaldo rape allegation: Nike expresses deep concern https://t.co/MBNeaNbbig
BBCWorld,Thu Oct 04 20:40:53 +0000 2018,-0.6124,0.0,0.667,0.333,85,Ex-rap mogul Suge Knight sentenced to 28 years for hit-and-run death https://t.co/1Ojh3JwyXf
BBCWorld,Thu Oct 04 19:07:25 +0000 2018,0.0,0.0,1.0,0.0,86,Diplomats thrown out in Ukraine-Hungary passport https://t.co/xN1cQ2ycI1
BBCWorld,Thu Oct 04 18:52:03 +0000 2018,-0.4019,0.0,0.821,0.179,87,"US town warns residents not to be too concerned about birds ""flying into windows, cars and acting confused"" https://t.co/veNfzqj16N"
BBCWorld,Thu Oct 04 18:40:31 +0000 2018,-0.2411,0.0,0.859,0.141,88,Canada is not inviting the US or China to WTO reform meeting https://t.co/bJ7vtQhhX7
BBCWorld,Thu Oct 04 18:17:49 +0000 2018,-0.4939,0.0,0.738,0.262,89,Man jailed for slapping woman in viral French video https://t.co/kweS8uiT4w
BBCWorld,Thu Oct 04 18:06:03 +0000 2018,0.4939,0.225,0.775,0.0,90,Aid charities ActionAid and Plan to be turfed out of Pakistan https://t.co/23bHtLWrKP
BBCWorld,Thu Oct 04 17:22:04 +0000 2018,-0.6369,0.0,0.606,0.394,91,Brett Kavanaugh accusations: Are young men in America scared? https://t.co/VV3Ir2QYsA
BBCWorld,Thu Oct 04 17:19:44 +0000 2018,-0.7269,0.0,0.567,0.433,92,South Carolina: Police shooting suspect is disabled war veteran https://t.co/fmoUcyP1rM
BBCWorld,Thu Oct 04 16:07:21 +0000 2018,0.0,0.0,1.0,0.0,93,Minnesota town alerts residents over 'tipsy' birds https://t.co/wiRkFLFnef
BBCWorld,Thu Oct 04 15:51:25 +0000 2018,0.0,0.0,1.0,0.0,94,"Staff working to keep Palu's airport open after Indonesia earthquake

[Tap to expand]

https://t.co/vcJMb3dkLR https://t.co/K4FvOzvcr8"
BBCWorld,Thu Oct 04 15:47:34 +0000 2018,0.0,0.0,1.0,0.0,95,"Senators spar over FBI report on Kavanaugh 

https://t.co/YmCqFgLyIA https://t.co/Rq0OIGBLjf"
BBCWorld,Thu Oct 04 15:32:53 +0000 2018,0.7964,0.504,0.496,0.0,96,Archibald Knox exhibition: Liberty designer's 'sheer genius' celebrated https://t.co/aY3INXmfzo
BBCWorld,Thu Oct 04 15:03:11 +0000 2018,-0.6369,0.0,0.802,0.198,97,"""Without zoos nature will be doomed"" - @NatGeo photographer Joel Sartore responds to those who say keeping animals… https://t.co/u8tmQe8XiP"
BBCWorld,Thu Oct 04 15:01:34 +0000 2018,-0.6908,0.0,0.701,0.299,98,RT @BBCTech: Fitbit data used to charge US man with murder https://t.co/lMl2Q36Dcu
BBCWorld,Thu Oct 04 14:37:12 +0000 2018,0.0,0.0,1.0,0.0,99,RT @bbcworldservice: The first 'exomoon' (that's a moon outside our Solar System for non-space experts) may have been found. Here's @david_…
BBCWorld,Thu Oct 04 14:33:59 +0000 2018,0.5574,0.153,0.847,0.0,100,"Julia Roberts: If Brett Kavanaugh gets on to the Supreme Court it ""will affect our children and our children's chil… https://t.co/ZvXI2T7Gp8"
CBS,Fri Oct 05 23:30:00 +0000 2018,0.5423,0.2,0.8,0.0,1,"Viewers in Atlanta, Charlotte, Pittsburgh, and most of Michigan and Wisconsin, please take note of the DVR alert be… https://t.co/fradnBOvdk"
CBS,Fri Oct 05 20:10:09 +0000 2018,-0.3612,0.0,0.821,0.179,2,"RT @MadamSecretary: Worlds collide when former Secretaries of State @HillaryClinton, @madeleine, and Colin Powell stop by #MadamSecretary f…"
CBS,Fri Oct 05 19:23:53 +0000 2018,0.0,0.0,1.0,0.0,3,".@TheNeighborhood's @BethBehrs and @latelateshow may have come up with a new hit show called ""Naked Rabbi.""… https://t.co/KLsSlzgC0f"
CBS,Fri Oct 05 17:42:12 +0000 2018,-0.6808,0.0,0.811,0.189,4,"RT @FBICBS: When a killer's victim survives to tell the tale, it's up to the team to catch him before he kills again. 

The first SEVEN MIN…"
CBS,Fri Oct 05 16:45:23 +0000 2018,0.3612,0.172,0.828,0.0,5,But you know the CBS Fall TV that makes YOU smile. #WorldSmileDay https://t.co/JVOh5TlK0D
CBS,Fri Oct 05 16:45:22 +0000 2018,0.4767,0.279,0.721,0.0,6,Not everyone smiles at the same shows #WorldSmileDay https://t.co/XFwNIFleXf
CBS,Fri Oct 05 16:45:22 +0000 2018,0.3612,0.2,0.8,0.0,7,"And smile at shows that, you know, get you. #WorldSmileDay https://t.co/9JpmKkB7Ky"
CBS,Fri Oct 05 16:45:21 +0000 2018,0.6124,0.333,0.667,0.0,8,Smile at shows you’ve been meaning to smile at before #WorldSmileDay https://t.co/MWrtrX62BP
CBS,Fri Oct 05 16:45:21 +0000 2018,0.7003,0.42,0.58,0.0,9,Get right back into smiling with your favorites #WorldSmileDay https://t.co/BohCiTymMO
CBS,Fri Oct 05 16:45:19 +0000 2018,0.3612,0.263,0.737,0.0,10,Time to smile at new shows #WorldSmileDay https://t.co/n45SpVXuOq
CBS,Fri Oct 05 16:45:19 +0000 2018,0.4199,0.285,0.715,0.0,11,Smile! CBS Fall TV is here. #WorldSmileDay https://t.co/QhmtAmJL0X
CBS,Thu Oct 04 17:17:46 +0000 2018,0.0,0.0,1.0,0.0,12,"The Big Bang Theory.
Young Sheldon, Mom, Murphy Brown.
S.W.A.T. Watch them tonight.

#NationalPoetryDay"
CBS,Thu Oct 04 00:34:37 +0000 2018,-0.3875,0.0,0.774,0.226,13,@shygirlsue @Ranker And we couldn't be prouder of you.😊 https://t.co/Rt9bRkv32J
CBS,Wed Oct 03 23:45:21 +0000 2018,0.0,0.0,1.0,0.0,14,@suferah_khan https://t.co/hkLN6VK6WI
CBS,Wed Oct 03 23:39:03 +0000 2018,0.7906,0.318,0.682,0.0,15,.@Ranker is ranking the best CBS shows of all time. Did your favorites make the list? https://t.co/D3ZrfZK0Q9
CBS,Wed Oct 03 19:35:31 +0000 2018,0.4939,0.151,0.849,0.0,16,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a me… https://t.co/o9aKkBKKtw"
CBS,Wed Oct 03 17:05:20 +0000 2018,0.6956,0.31,0.69,0.0,17,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell… https://t.co/MWa9UNOORj"
CBS,Tue Oct 02 21:25:29 +0000 2018,0.8858,0.354,0.646,0.0,18,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…
CBS,Tue Oct 02 18:36:26 +0000 2018,0.0,0.0,1.0,0.0,19,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw"
CBS,Tue Oct 02 17:52:53 +0000 2018,-0.4449,0.0,0.836,0.164,20,"@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO"
CBS,Fri Oct 05 23:30:00 +0000 2018,0.5423,0.2,0.8,0.0,21,"Viewers in Atlanta, Charlotte, Pittsburgh, and most of Michigan and Wisconsin, please take note of the DVR alert be… https://t.co/fradnBOvdk"
CBS,Fri Oct 05 20:10:09 +0000 2018,-0.3612,0.0,0.821,0.179,22,"RT @MadamSecretary: Worlds collide when former Secretaries of State @HillaryClinton, @madeleine, and Colin Powell stop by #MadamSecretary f…"
CBS,Fri Oct 05 19:23:53 +0000 2018,0.0,0.0,1.0,0.0,23,".@TheNeighborhood's @BethBehrs and @latelateshow may have come up with a new hit show called ""Naked Rabbi.""… https://t.co/KLsSlzgC0f"
CBS,Fri Oct 05 17:42:12 +0000 2018,-0.6808,0.0,0.811,0.189,24,"RT @FBICBS: When a killer's victim survives to tell the tale, it's up to the team to catch him before he kills again. 

The first SEVEN MIN…"
CBS,Fri Oct 05 16:45:23 +0000 2018,0.3612,0.172,0.828,0.0,25,But you know the CBS Fall TV that makes YOU smile. #WorldSmileDay https://t.co/JVOh5TlK0D
CBS,Fri Oct 05 16:45:22 +0000 2018,0.4767,0.279,0.721,0.0,26,Not everyone smiles at the same shows #WorldSmileDay https://t.co/XFwNIFleXf
CBS,Fri Oct 05 16:45:22 +0000 2018,0.3612,0.2,0.8,0.0,27,"And smile at shows that, you know, get you. #WorldSmileDay https://t.co/9JpmKkB7Ky"
CBS,Fri Oct 05 16:45:21 +0000 2018,0.6124,0.333,0.667,0.0,28,Smile at shows you’ve been meaning to smile at before #WorldSmileDay https://t.co/MWrtrX62BP
CBS,Fri Oct 05 16:45:21 +0000 2018,0.7003,0.42,0.58,0.0,29,Get right back into smiling with your favorites #WorldSmileDay https://t.co/BohCiTymMO
CBS,Fri Oct 05 16:45:19 +0000 2018,0.3612,0.263,0.737,0.0,30,Time to smile at new shows #WorldSmileDay https://t.co/n45SpVXuOq
CBS,Fri Oct 05 16:45:19 +0000 2018,0.4199,0.285,0.715,0.0,31,Smile! CBS Fall TV is here. #WorldSmileDay https://t.co/QhmtAmJL0X
CBS,Thu Oct 04 17:17:46 +0000 2018,0.0,0.0,1.0,0.0,32,"The Big Bang Theory.
Young Sheldon, Mom, Murphy Brown.
S.W.A.T. Watch them tonight.

#NationalPoetryDay"
CBS,Thu Oct 04 00:34:37 +0000 2018,-0.3875,0.0,0.774,0.226,33,@shygirlsue @Ranker And we couldn't be prouder of you.😊 https://t.co/Rt9bRkv32J
CBS,Wed Oct 03 23:45:21 +0000 2018,0.0,0.0,1.0,0.0,34,@suferah_khan https://t.co/hkLN6VK6WI
CBS,Wed Oct 03 23:39:03 +0000 2018,0.7906,0.318,0.682,0.0,35,.@Ranker is ranking the best CBS shows of all time. Did your favorites make the list? https://t.co/D3ZrfZK0Q9
CBS,Wed Oct 03 19:35:31 +0000 2018,0.4939,0.151,0.849,0.0,36,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a me… https://t.co/o9aKkBKKtw"
CBS,Wed Oct 03 17:05:20 +0000 2018,0.6956,0.31,0.69,0.0,37,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell… https://t.co/MWa9UNOORj"
CBS,Tue Oct 02 21:25:29 +0000 2018,0.8858,0.354,0.646,0.0,38,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…
CBS,Tue Oct 02 18:36:26 +0000 2018,0.0,0.0,1.0,0.0,39,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw"
